,Sentence,Sentiment
5586,niina nenonen marimekko current director clothing bag accessory line take role,0
5587,homeowner across north america green experience share cost saving clean eco friendly heating,0
5588,pharmaceutical market italy global research datum service publish recently market analysis pharmaceutical market italy,0
5589,transaction support huhtamaki strategic review rigid plastic consumer good operation say huhtam ki oyj ceo jukka moisio,0
5590,britain ftse steady support dixon carphone,1
5591,adp news nov finnish print circuit board pcb maker aspocomp group oyj omx acg v say today net loss narrow eur million usd first nine month eur,1
5593,train expect cross russian territory day reach vostochny port,0
5594,ftse drop pct glencore metal price fear,-1
5595,acquisition part ramirent strategy strengthen position select location,1
5596,hk ruokatalo target know consumer,0
5597,sbux getting sell,-1
5598,strategic operational business information objectively report,0
5599,acquisition panostaja oyj far expand business area specialise digital printing,1
5600,via move company aim annual saving eur main part expect realize year,1
5601,net sale totaled eur million operate margin,0
5603,start software capable retrieve datum type computer keyboard keylogger complex mechanism arrive scene phishe pharme,0
5604,significant milestone benefon help secure critical usp personal navigation product roadmap beyond comment simon button chief technology officer benefon,1
5606,concept enable commercially affordable way manufacture high quality tco coated glass solar industry,1
5607,performance second half exceed expectation,1
5608,es f nice little cup handle shape minute end day spy spx favour good day index see gap open,1
5609,odd square metre plot stockmann buy nevsky center shopping center locate nevsky prospect st petersburg high street next vosstaniya square underground station immediate vicinity moscow station,0
5610,amazon sell surveillance camera infect malware amzn,-1
5613,scheme teliasonera altimo practically identical except involve merger stake vimpelcom kyivstar,0
5615,january ephc board director approve increase quarterly dividend per share,1
5616,iwm relative weakness pretty apparent short boat get full one I prefer boat close empty,-1
5617,second quarter firstquarter growth net sale since third quarter say magnus rosen ramirent ceo,1
5618,third quarter net sale increase eur mn operating profit eur mn,1
5619,second quarter net sale expect par first quarter,0
5620,accord company decision issue make summer early summer late,0
5621,l also acquire pct stake local sector company salvor oy beginning september,0
5622,bot amzn weekly call,1
5626,bbry ready take,1
5627,nine bank include barclay citi agree pay billion settle forex,-1
5630,beginning subscription period may share subscription price b option right eur per share,0
5631,sale savcor group ltd comprise savcor corporate function investment cencorp corporation,0
5632,amazon grocery deal morrison beginning,1
5633,accord finnish fim bank alpro price would around eur mn mn,0
5635,teva fda approve generic version astrazeneca heartburn drug,1
5636,event follow line via orion finnish homepage www orion fi well via kauppalehti live web service www kauppalehti fi live,0
5637,lithuanian beer market make million liter january rise percent year early figure lithuanian brewer association report cite result member,1
5638,cost cutting measure produce around eur saving past nine month dampen airline loss finnair say,1
5639,iaci look good weekly chart,1
5640,vike line head jan kaarstroem tell tt company ferry well equipped handle ice passenger safe,1
5641,finnish investment group panostaja oyj say net profit go mln euro mln fiscal end october mln euro mln period fiscal,1
5642,astrazeneca daiichi sankyo jointly commercialise movantik us,1
5644,appointment kaupthe bank aim far co ordinate capital market activity within group improve overall service client,1
5645,spy tomorrow party time bear goog msft,-1
5647,bank vtb provide mortgage loan buy apartment complex per annum ruble,0
5649,feature user interface gram model also come inch quarter vga display megabyte internal memory expandable micro secure digital slot,0
5650,seller include shareholder include intellibis management employee investor,0
5651,insurer anticipate share nordea net profit significant,1
5652,adp news feb finnish print circuit board pcb maker aspocomp group oyj hel acg v say today swing net profit eur usd versus net loss eur million,1
5654,operate profit total eur mn eur mn,1
5655,capitex kalmar continue responsible maintenance technical development service,0
5656,director shareholder alike ask practice allow continue,0
5657,ceo bpm ubi meet italy econ minister talk heat,1
5658,tekla organize information meeting analyst medium wtc helsinki marski meeting room aleksanterinkatu day p light lunch serve,0
5659,business organise february way production design service combine one entity etteplan operation,0
5660,follow increase huhtamaki oyj register share capital eur number share outstanding,0
5663,elcoteq revenue approximately eur million,0
5665,nevertheless market share rise percent percent year early,1
5666,design team long admire marimekko vivid pattern color,1
5667,ftse fall month low greek debt concern easyjet skid,-1
5668,market share widen percent percent year early,1
5670,update astrazeneca boost respiratory unit mln takeda deal,1
5672,test part large campaign include various customer trial demonstration make lte mhz commercially viable summer nokia siemen head lte business line reino tammela say,0
5673,goldman sachs barclays hsbc downplay brexit threat,0
5675,I trend underpin uk sale growth kingfisher,1
5677,marubeni participate ghg green house gas emission reduction project overseas obtain emission credit project provide japanese client,0
5678,accord statistic finnish maritime administration shipping increase much january august however,0
5679,westend ict plc new share increase share capital eur base resolution extraordinary shareholder meeting december today register trade register,0
5680,fund fair value increase correspondingly,1
5681,finnish suominen corporation specialise wet wipe nonwoven flexible packaging report net sale eur mn second quarter eur mn second quarter,1
5682,inventor issue u patent,0
5684,strong brand visibility nationally regionally primary importance home sale vehicle consumer advertising,0
5685,first time finnair award agreement uk government,1
5686,follow move stora enso hold newpage remain unchanged,0
5687,expect spy close aapl,1
5688,plant ground continue grow success garden lie well maintain,0
5689,company say paper demand increase main market include publication paper increase average paper price percent compare last year,1
5690,outsourced scan capture solution transfer paper invoice electronic format basware business transaction service allow customer receive send invoice electronic format,0
5691,astrazeneca suffer setback drug fail treat eye cancer,-1
5692,sanoma magazines international invite shareholder hold approximately share sell share,0
5693,could,0
5694,trend sport leisure market favorable first month year,1
5695,pre tax profit total eur mn eur mn,1
5696,berkshire apply boost wells fargo stake percent,1
5697,moreover konecrane kito intend transfer hoist distribution business konecrane japanese joint venture mhs konecrane kito,0
5698,company disclose price acquisition,0
5699,fancy dan move fab glasgow gift interior store fancy dan move,0
5701,retail chain suomen l hikauppa give index airline sas teliasonera broadband german retail chain lidl tele finland mobile subscription tallink shipping line power company helsinki energy,0
5702,real corporation stock exchange release august pm real receive eur million cash payment sappi real corporation part met liitto group divest graphic paper business sappi limit end eur million,0
5703,amendment incur additional cost,0
5705,mill long tradition hold establish position market,1
5706,lot metal stock look like run await long ssri paas nem high quality name go metal price cooperate,1
5707,endp see large order one last week someone also accumulate may jun call today,1
5708,thank goog google alphabet fb facebook stock nice reversal,1
5709,elcoteq elcoteq se lead electronic manufacturing service ems company communication technology field,1
5710,company operate worldwide employ total approximately person,0
5711,okmetic board director also decide new share ownership program direct company top management,0
5712,lead production turn increase tonne would twofold increase current capacity level zahariev say,1
5714,tsla fire day row someone neeeed,1
5715,october december sale mln eur pct increase year year,1
5716,ge build facility wind power developer invenergy wind llc,0
5717,update bhp billiton credit rating fragile fy agency warn,-1
5718,adp news nov finnish paper packaging forest product company stora enso oyj omx sterv say today would invest eur million usd building power plant ostroleka mi,0
5719,transaction announce september pohjola insurance agree pay eur million usd cash pohjantahti,0
5720,previously project figure slightly low,0
5721,total value project eur include plot transfer atria,0
5722,operate profit rise eur mn eur mn,1
5723,share shall acquire accord rule nasdaq omx helsinki otherwise accord rule relate acquisition company share,0
5724,accord prosecutor share transaction carry hk ruokatalo proceed negotiation concern acquisition swedish meat,0
5726,arm slam handset sale outlook,-1
5727,britain ftse gain land security dividend hike,1
5728,builder persimmon hail rise house sale,1
5729,dividend go grimaldi family,0
5730,economic development china long take place east coast shanghai area vauramo say,0
5731,jun aol weblogs deliver newstex look like e upstaged nokia nyse nok premier business class smartphone someone espoo hit corporate youtube account promo video e,0
5732,nihd insider get one wrong look bottom rsi,-1
5733,laavainen say benecol well known europe us market year,0
5734,company also appoint leif rosen head special plate unit include quarto plate unit degerfor sweden new castle usa unit willich germany well pressplate prefab avesta plate service centre nordic degerfor,0
5735,potential defect third row seat belt tesla motors recall model x suvs tsla,-1
5736,altogether capman employ approximately people helsinki stockholm copenhagen oslo moscow luxembourg,0
5737,segment company operate frozen food business seafood vegetable oil business grain trading business operation,0
5738,base negotiation personnel indicate willingness move new location,0
5739,france raise concern propose lse deutsche boerse deal,-1
5740,new share option right plan packaging company huhtamaki oyj report monday total new share company issue base share subscription option right plan,0
5741,sullivan say board really involve lot work people get pay time,0
5742,expansion deliver fourth quarter,0
5743,aspokem post operate profit mln euro mln net sale mln euro mln,0
5744,accord karhinen op pohjola exciting enterprise cooperation bring huge opportunity customer company,1
5745,u k stock resume gain rally record crh tullow climb,1
5746,fio win stay,1
5747,decision reflect underutilisation line produce nonwoven use medical wipe application well automotive industry,0
5748,court find telecominv argument convince,1
5752,md henning bahr stockmann gruppen praise trend since chain become strong decision make process clear,1
5753,investment operational change enable additional optimisation work hour thereby far cost saving,1
5754,companieshome retail trim gain consider play,1
5756,singapore icis kemira indian water infrastructure firm ivrcl agree form join venture include new inorganic coagulant manufacturing facility andhra pradesh state india finnish water treatment chemical maker say tuesday,1
5757,product include consumer electronic device mobile phone accessory set top box flat panel tv well system solution product infrastructure system module industrial segment product,0
5758,bring cost saving eur mn year,1
5759,steve job effect apple aapl first day iphone sale chart,1
5760,demonstration broad capability mobility business suite organize gsm world congress barcelona february th th,0
5763,mako hang well today still base pattern eye,1
5764,could time say,0
5765,catalyst segment include refinery catalyst polyolefin catalyst product category,0
5767,part reorganisation pohjola insurance field staff private customer join payroll local cooperative bank beginning october,0
5768,simultaneously alma medium purchase share arena interactive subsidiary arena partner focus mobile solution development,0
5769,estonian beverage maker le coq today bring market new premium class beer le coq special investing million kroon eur development planning sell three million liter beer next year,0
5770,alexandria va oct markka oksanen harald kaaja helsinki finland juha salokannel kangasala finland arto palin viiala finland develop system provide communication security,0
5771,january finnish solution provider affecto oyj hel afe v say today win eur usd contract state lithuanian social insurance institution sodra,1
5772,celg back near open rally higher last wk good place take shot,1
5773,finnish investment company sponda conduct negotiation acquire business center dukat palace locate center moscow london regional property,0
5774,transaction subject final agreement party approval decision make body approval finnish competition authority,0
5775,basware invoice processing basware contract match basware order matching basware kpi reporting tool part basware enterprise purchase pay solution suite,0
5776,kone annual net sale eur billion approximately employee,0
5777,net sale rise year year eur number charger deliver go million piece,1
5778,still short lng area next stop could someone slam hard shs follow,-1
5779,update stifel buy former lehman brokerage barclay,1
5781,greene king third quarter sale boost festive season,1
5782,u base corp talk scandinavian telecom company teliasonera sell stake uzbek cellular operator coscom executive coscom tell interfax,0
5783,investor remain skeptical shell bg deal,-1
5784,piper upgrade symantec improve renewal rate enterprise growth symc,1
5786,group also strong global position fishing category,1
5787,remain amount fund debt danish bank say,0
5789,ixonos estimate hire specialist mechanical engineering electronic design r new unit jyvaeskylae end,1
5790,win oem target develop wimax product,1
5791,accord barclay f secure software protect user hacker viruse spyware digital attack,0
5792,finland technopolis plan bring first section technopark stream st petersburg end kari mikkonen vice president technopoli tell reporter helsinki,0
5793,millercoor deliver underlie net income growth,1
5794,neste oil say result biomass liquid demonstration plant commission june promise decision commercial plant take,0
5795,report net sale approximately eur mn,0
5796,h h q q mln euro unless otherwise state net sale operating profit pre tax profit net profit eps euro euro www componenta com,0
5797,low energy consumption flexible loading advantage chf pro,0
5798,spy mitk fast pc dive,-1
5799,investment management investment advisory service company sole line business,0
5800,market report eight day rally end ftse standard charter,0
5802,reuters green mountain revenue miss share plunge gmcr print market foul mood bad day disappoint,-1
5803,clothing chain sepp l net sale increase eur mn,1
5805,new office locate shenzhen strengthen vaisala already year old presence china,1
5806,however total order receive still last year level,1
5808,qcom indicator rsi stand upward movement expect,1
5809,fb hit everything sight short twtr,-1
5810,goog resistance turn support,1
5811,bobe premarket,-1
5813,impact tietoenator net sale purchase expect mln euro mln,0
5814,metsaliitto however narrow net loss second quarter mln euro mln mln euro mln year ago,1
5815,acquisition boomeranger boat oy line solution strategy develop business company acquisition,1
5816,october finnish wood product technology supplier raute oyj hel rutav say today swing net profit eur first nine month versus net loss eur period year early,1
5817,acad today,-1
5818,cern consolidating nice long entry w stop target area,1
5819,last month add gild position start new one bwld see slow steady unspectacular growth go forward near term,1
5820,pay nd time test b zone still break move stop,0
5822,end august sampo nordea big shareholder stake follow state,0
5823,therefore phase iii research conduct abbott,0
5824,newly form company yit stavo local contact network expertise market know euro stavokonsult combine yit housing concept say juha kostiainen yit vice president corporate communication business development,1
5825,friend life lift profit hike divi ahead propose aviva takeover,1
5826,machinery order place new mill annual production capacity overlaid birch plywood,0
5828,since registration share subscribe direct share issue new number panostaja share voting right,0
5829,sbux pm db downgrade pt cut,-1
5830,swedish finnish danish list company organize three market cap segment nordic large cap mid cap small cap,0
5833,kemira record revenue approximately eur billion staff,0
5834,investment product development stand mln euro mln,0
5835,hsbc say unit book million charge settlement,-1
5836,daily mail parent company talk potential partner joint bid yahoo internet asset yhoo,1
5838,nordic walking first use summer training method cross country skier,0
5839,accord ship company vike line eu decision significant financial impact,0
5841,helsinki afx kci konecrane say win order four hot metal ladle crane indian steel producer bhushan steel strips ltd,1
7,ssh communications security corp stock exchange release october pm company update full year outlook estimate result remain loss full year,1
13,vike line cancel service,-1
41,dolce gabbana ask european union declare marimekko corporation unikko floral pattern trademark invalid continue dispute two company,-1
57,dilute earning per share eps fall eur eur,1
66,finnish geosentric net sale decrease eur january march,0
69,paper company negative territory stora enso r shed pct eur upm kymmene pct eur real b pct low eur,-1
73,finnish solution provider affecto oyj hel afe v say today slip net loss eur usd second quarter profit eur corresponding period year early,1
75,profit period eur mn eur mn,1
77,operate profit fall eur mn eur mn second quarter,1
80,change market situation tough price competition substantially reduce demand bread packaging manufacture kauhava plant accord company,-1
83,fair value company investment property go eur billion end eur billion year early,1
84,dealer say share largely hit investor disappointment refining margin usd per barrel quarter performance shipping unit see ebit drop mln eur mln eur year amid fall volume tanker rate,-1
99,liquidity providing interrupt may aspocomp group oyj share trade cent aspocomp stock exchange release,-1
101,pm omx helsinki index pct low,-1
102,decision mean temporary lay fix duration company nastola jyvaskyla unit southern central finland respectively,1
109,finnish exel composite technology company design manufacture market composite profile tube various industrial application report net sale decrease second quarter eur mn eur mn corresponding period,0
114,upm kymmene corp world large maker magazine paper tuesday report percent profit drop low paper price high cost strong euro hurt revenue,-1
123,omx nordic omxn index comprise trade nordic stock nasdaq omx exchange close point thursday,0
125,operate margin aker yard cruise ferry division go first quarter,0
131,temporary lie affect entire workforce also implement,0
139,finnish insurance company fennia kesko group end loyal customer cooperation,1
146,finnair passenger load factor measure number sell seat share available seat drop percentage point september,1
153,january june dilute loss per share stand eur versus eur first half,-1
163,sale finland decrease january sale outside finland drop,-1
164,pulp production finnish kemij rvi also liquidate employee loose job,-1
169,make matter difficult company say grapple high oil gas price push cost energy raw material transportation,-1
172,operate loss total eur mn compare profit eur mn third quarter,1
186,building home improvement trade sale decrease eur mn,1
188,finnish textile clothing group marimekko oyj post net profit mln euro mln compare mln euro mln,1
192,due rapid decrease net sale personnel reduction carry wide scale initially expect,0
195,full year operating result million negative,-1
200,survey conduct taloustutkimus sampo life show company badly prepared lose key staff member,-1
201,antti orkola president kemira growhow industrial solution unit tell thomson financial news company put open mine price phosphate quite depressed long time,-1
206,operate profit total eur mn eur mn year early,1
217,operate result month period decrease profit eur turnover decrease eur compare,1
218,administrator indicate need job cut irish insurer next month,-1
221,revenue quarter total billion percent billion fourth quarter,0
223,number bodily injury case quadruple,-1
226,u energy executive say high steel price threaten energy exploration,1
233,third quarter fiscal efore swing net loss eur versus net profit eur corresponding period fiscal,1
234,group operating loss eur mn profit eur mn,1
235,move trigger weak demand forestry equipment uncertain market situation,-1
238,march goldman sachs estimate negative prospect norwegian mobile operation norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,-1
248,talentum net sale september small expect,0
257,altogether finnair cancel flight strike,-1
259,pretax loss total eur mn compare loss eur mn corresponding period,-1
261,copper lead nickel also drop hbos hbo plummet penny say year,-1
270,jan ford struggle face slow truck suv sale surfeit date get car,-1
275,emsa deputy chairman board juri lember tell bns wednesday first time hear strike swedish side inform estonian union yet,-1
289,danish company flsmidth acknowledge violate patent hold finnish metso,-1
293,jp morgan expect scala lower nobel biocare growth forecast current guidance pct well operate margin target current pct,1
304,company profit total ls h year year,1
316,adp news feb finnish retailer kesko oyj hel kesbv say today total sale exclude value add tax vat stand eur million usd january year yea,1
322,however net sale decline eur million eur billion,0
329,say lose five family month economy many make alternative arrangement save money,1
332,external net sale printing business fall partly due termination print contract ilkka yhtyma printing house I print oy sector player hss media ab december fall printing price,0
335,pm omx helsinki pct low omx helsinki pct volume mln eur,-1
344,however market share shrank per cent per cent year early,1
362,operate profit fourth quarter fall eur eur year early,1
379,sanoma news advertising sale decrease year,0
381,finnish construction company yit reduce number start market finance residential unit previously announce,1
382,cash flow operation recent quarter also reach eight year low,-1
383,tietoenator pct extend recent low last week second quarter report dealer say,-1
384,maritime administration say ship ignore warning icy condition,-1
391,yit lodge counter claim neste oil total eur primarily base work carry contract additional cost incur due prolongation project,0
398,acando ab acanb ss fall percent kronor low close since dec,-1
403,comparable operate profit total eur mn eur mn corresponding period represent net sale,1
405,adpnew may finnish cutlery hand tool maker fiskar oyj abp hel fisas say today net profit decline eur million usd first quarter eur million correspond,1
423,adpnews feb finnish real estate investor sponda oyj hel sda v say today slip net loss eur million usd profit eur million,1
425,addition employee lay notice whole workforce lay short period need,0
429,total need staff cut correspond man year,-1
449,finnish airline finnair start temporary layoff cabin crew february,0
456,sale seppala diminish per cent,0
458,capacity cut passenger load factor percentage point,-1
466,earning per share eps drop eur eur,1
470,measure result decrease demand technical design product information,-1
473,finnish glass technology company glaston oyj abp net profit decrease mln euro mln first nine month mln euro mln period,1
475,operating loss increase eur mn loss eur mn,-1
480,january november group sale total eur mn drop period,-1
484,revenue quarter fall percent euro billion compare year early,0
487,arcelormittal chief executive officer lakshmi mittal already cut output furnace,-1
488,operate profit fall eur mn eur mn,1
491,adpnews dec finnish cutlery hand tool maker fiskar oyj abp hel fisas say today make redundant total office management staff member subsidiary iittala group ltd,1
498,february finland base steel maker rautaruukki oyj hel rk ruukki say today slip large expect pretax loss eur fourth quarter year early profit eur,1
500,acquisition landsbanken sverige burden performance eur mn,-1
505,january august import sea container lorry trailer unit fall export corresponding period,0
511,april finnish construction engineering company outotec oyj hel ote v say today slip net loss eur first quarter net profit eur corresponding period last year,1
512,revenue slightly x ac million million compare x ac million year early,0
547,expense ratio compare corresponding period,0
551,operate profit continue operation fall eur mn eur mn first half,1
555,compare ftse index rise point day relative price change,0
558,announcement come two week key licensing agreement expire two company embroil disagreement royalty payment texas instrument chip use qualcomm patent technology,1
562,operate profit eur mn compare eur mn,1
570,operate profit decrease eur mn eur mn,1
574,dismiss staff member take matter court unless settle outside,1
575,accord finnish petrol station chain st manage director kim wiio company force make purchase rise price first half consumer price go almost daily due competition,0
583,sale result capital loss eur solidium obtain tikkurila share march,-1
601,finnish electronic manufacturing service ems company elcoteq se post net loss mln euro mln first half compare net profit mln euro mln period,1
617,alma medium operating profit amount eur mn eur mn year early,1
622,net sale eat weak us dollar,-1
624,finnish forest machinery manufacturer ponsse issue profit warning,1
631,however company see net profit third quarter eur million eur million corresponding period,1
632,production liquidate june employee loose job,-1
635,net sale decrease eur mn eur mn corresponding period,0
651,cut frequency new york last year explain fall say,-1
676,baltic country sale fall,0
680,one dark spot horizon however company performance finnish bottled water market,0
690,scanfil execute temporary lay mid october job cut march,-1
705,total headcount reduction person company say,0
707,net sale whole fiscal year low operating profit estimate negative,-1
715,poor index figure give finnish power company fortum,-1
721,finnish laboratory liquid handling diagnostic test system developer biohit oyj omx helsinki biobv issue tuesday june profit warning financial year,1
740,adp news feb finnish broadband data communication system solution company teleste oyj hel tlt v say today net profit decrease eur million usd eur million,1
742,currency effect pct mln euro mln negative impact revenue,-1
746,operate profit total eur mn eur mn first quarter,1
749,company profit taxis fall eur mn third quarter compare eur mn corresponding period,1
760,earning per share eps first half amount eur eur year ago,1
768,operate loss total eur mn compare profit eur mn corresponding period,1
773,finnish management software solution provider ixono oyj net profit decrease euro first quarter euro mln period,1
795,peer peugeot fall pct sale rise pct period last year,0
806,adpnews feb finland base steel maker rautaruukki oyj hel rk ruukki say today slip large expect pretax loss eur million usd fourth quarter,-1
817,operate margin however slip drag poor performance enterprise solution,-1
822,adpnews aug finnish medium group ilkka yhtyma oyj hel ilk say today net profit fall year eur million usd first half,1
826,operate profit margin compare year early,1
831,measure result weak demand shipbuilding industry,-1
834,current reference grade instrument challenge operate due high price complexity routine use,1
841,finnish metal product company componenta oyj net profit go slightly mln euro mln first half mln euro mln period,1
846,finnair say cancellation flight would cause daily loss x ac million us million,-1
851,operating profit half glisten invest brand management team,1
864,salonen add datum show producer pulp inventory north america decline,0
872,operate profit total eur mn eur mn corresponding period,1
874,initially company say maximum people would make redundant parent company subsidiary,0
885,group ebit first half eur fall short eur post period,0
886,relation city far damage comment mr ashley criticise city investor analyst cry baby,-1
888,pretax profit total eur mn compare eur mn first quarter,1
895,finnline estimate annual general meeting financially tough year due large investment,-1
902,profit period fall eur mn eur mn january september,1
904,finland finnish pharmaceutical company orion corporation omx helsinki ornav say wednesday january conclude personnel negotiation finland reduce number personnel,1
908,operate profit exclude non recur item total eur mn eur mn corresponding period,1
924,finland metal sector company componenta lay temporarily staff pori mill christmas till january,0
927,insurer axa par cs slide eur citigroup ing slash target stock,-1
929,scanfil also issue profit warning,1
942,lay affect people total okmetic employee finland,0
948,announcement push freenet share eur frankfurt trade eur investor give hope united internet ag drillisch would pursue takeover breakup freenet,1
951,eps drop eur eur,-1
958,company previous estimate low revenue year ago eur million,-1
961,earning per share eps amount loss eur,-1
978,stora chief executive jouko karvinen describe russian tariff hike threat future forest product industry finland,-1
982,finnish plumbing heating system supplier uponor net sale continue operation decrease eur mn eur mn,0
987,q bank land net interest income weaken eur mn,1
991,operate profit low outlook publish early,1
995,finnish waste management clean group lassila tikanoja oyj l net profit go mln euro mln mln euro mln,1
997,helsinki thomson financial share cargotec fall sharply early afternoon trade cargo handling group post surprise drop april june profit overshadow large number new order receive three month,1
1022,finnair total traffic decrease term revenue passenger kilometre,0
1023,consolidated pretax profit decrease eur mn eur mn,1
1026,finnish developer manufacturer mobile phone charger salcomp plc omx helsinki sal v wednesday november lower full year net sale estimate,-1
1033,october upm report third quarter net loss euro million million compare net profit euro million,1
1036,yit baltic sale first three quarter total million euro represent drop percent year year,-1
1040,loss period total eur mn compare profit eur mn,1
1057,close omx helsinki pct low point omx helsinki pct point bln eur turnover,-1
1065,finland base stockmann group close seven franchising sport store nike russia,0
1069,finnish investment group norvestia oyj say net profit fall mln euro mln mln euro mln,1
1071,part reorganisation measure take place spring tamglass finton start personnel negotiation affect entire staff,0
1080,biohit say reduce number lease personnel lie personnel,1
1092,profit taxis eur mn eur mn,1
1097,operating profit decline mainly due increase cost wood recycled fiber strengthened euro,1
1107,low capacity utilisation rate steel production considerably increase fix cost per unit steel produce,1
1110,finnish bank land report operating profit fall eur mn third quarter eur mn third quarter,1
1111,finnish kemira net sale eur decrease eur mn january june eur mn january june,0
1117,therefore company result remain weak,-1
1125,coca cola market leader manufacturer market share corresponding period,1
1130,adjustment fall price level contrast less effective,1
1133,asian traffic decline per cent,0
1156,qualcomm estimate first quarter profit cent share exclude certain item analyst estimate cent share,1
1162,fourth quarter net sale decrease eur mn eur mn fourth quarter,0
1165,strike finnair estimate incur net loss eur eur per day,-1
1180,result company temporarily lay whole personnel approximately person kirkkonummi nivala factory,0
1186,adpnew oct finland base consultancy tieto oyj hel tie v say today net profit plunge eur million usd first nine month eur million period,1
1213,department store division sale fall eur mn,0
1222,device volume area decrease mn unit,0
1235,finnish forest industry group stora enso oyj issue thursday march profit warning first quarter,1
1238,huhtamaki market big fall pct low eur omx helsinki pct high omx helsinki pct,-1
1243,repurchase shall decrease distributable capital reserve,0
1244,pretax loss total eur mn compare profit eur mn,1
1247,national conciliator juhani salonius meet party wednesday say far apart view propose mediation,1
1251,finnish retail software developer aldata solution oyj report net loss mln euro mln versus net profit mln euro mln,1
1258,air traffic finland stoppage since,0
1260,worker l affect close,0
1262,metso estimate need personnel reduction amount people,0
1277,result company decide implement fix term temporary lay,0
1296,finland op pohjola staff union boycott group insurance sale task company refuse take sale insurance account determine wage,-1
1311,finland city forssa say pay compensation food industry company hk ruokatalo atria lye leak tap water occur march,-1
1315,payment million lita interest long term loan provide ragutis majority shareholder estonia le coq also add loss,1
1316,aspocomp large factory china factory building project india halt due financing problem,-1
1318,profit period total eur mn eur mn corresponding period,1
1330,q profit taxis amount eur mn eur mn q,1
1335,result negotiation company decide make people redundant financial production ground,0
1343,reduction notice apply people,0
1344,omx helsinki index pct low omx helsinki cap portfolio index pct,-1
1357,ruukki group calculate lose eur mn fail project,-1
1366,however rapidly increase cost strengthening euro challenge whole industry impact result,1
1367,net profit three month march fall x ac million us million x ac million year early finnish company say,1
1369,rapala vmc corporation stock exchange release october kaupthe bank oyj kapthing inform rapala vmc corporation rapala interrupt liquidity provide rapala share time,-1
1378,period sale drop eur eur accord interim report release today,-1
1389,accord ceo matti perkonoja parent company hkscan company performance first quarter remain clearly level corresponding period,1
1398,comparable operating profit quarter decrease eur sale increase eur compare third quarter,1
1402,finnish financial software solution developer basware oyj say net profit fall euro mln first quarter mln euro mln year early,1
1415,steelmaker say drop profit explain continue economic uncertainty mix current drought bank lending result decline demand product customer find increasingly difficult fund operation,-1
1422,media advisory ntsb say subsequent testing train detection system intermittently fail,-1
1425,finnish daily kauppalehti surmise finnish supplier rautaruukki raise price aker comfort zone,1
1426,tornio work employ scope fix period part time temporary layoff april october period,0
1431,many commercial vessel got stick narrow bay bothnia ice thick around aaland island,0
1459,information release september nokia american depositary share fall,1
1465,frost sell share million per share compare friday high low,1
1473,period sale drop eur million eur million accord interim report release today,-1
1483,cerberus capital management lp back printing paper maker newpage corp post mixed second quarter result cast cloud planned initial public offering,0
1488,adp news feb finnish construction company lemminkainen oyj hel lem say today net profit decrease eur million usd eur million,1
1502,operate loss total eur mn compare loss eur mn corresponding period,-1
1503,operate profit eur mn eur mn,1
1505,earning per share eps amount loss eur,-1
1520,operate profit fall eur mn eur mn third quarter,1
1525,operate result show loss eur mn year show profit eur mn,1
1536,pm omx helsinki pct omx helsinki pct low mln eur turnover,-1
1538,also upset machinery work take poland,-1
1549,operate profit total eur mn eur mn,1
1554,commission income fall eur mn eur mn corresponding period,0
1556,early today geberit finnish rival uponor oyj cut full year sale growth forecast pct pct blame tough condition germany us well currency factor,-1
1571,operate profit total eur mn eur mn first half,1
1574,several large stock tack lower however,-1
1583,sale tiimari segment fall year year eur june,0
1593,result people make redundant total person lay temporarily,0
1598,stock hit profit warning finnish rival rautaruukki oyj omx rk,1
1600,finnish technology company raute corporation omx helsinki rutav issue tuesday september profit warning financial year,1
1613,manage director comment net sale first quarter notably low year especially finland russia baltic country,-1
1627,dilute earning per share eps stand eur versus eur,1
1649,nokia share hit euro friday percent start year part slow introduction touch screen model,1
1660,stora enso oyj say second quarter result would fall half compare period,0
1665,nokia share price fall less one percent euros helsinki siemen share fall percent euros frankfurt,1
1666,teliasonera underlie result however include mln skr positive one hence adjusted underlying ebitda actually amount bln skr clearly expectation analyst say,1
1667,finnish software hardware developer elektrobit oyj hel ebg v eb say today temporarily lay people maximum day finland aim achieve cost saving eur million usd second half,0
1668,operate profit fall eur mn second quarter eur mn second quarter,1
1676,operate profit exclude non recur item amount eur mn eur mn year year,1
1678,far norwegian norske skog reduce staff level people plan reduce production ton finnish swedish stora enso cut staff people production ton,-1
1683,operate loss total eur mn compare profit eur mn first half,1
1685,operate profit exclude non recur item eur million compare eur million,1
1687,operate margin come,0
1693,cramo slip pretax loss eur million pretax profit eur million,1
1696,finnish communication electronic component supplier scanfil oyj tuesday say sale first half low period year ago,-1
1699,workforce reduce also amsterdam office netherland,0
1705,finnair believe strike cause daily net loss excess eur mn due cancel reservation passenger route,-1
1717,cash flow operation january december negative eur mn compare eur mn corresponding period,-1
1728,incap furniture presently negotiate staff cut,-1
1747,operate profit exclude non recur item total eur mn compare eur mn corresponding period,1
1762,agricultural newspaper maaseudun tulevaisuus reader represent decrease,0
1763,finnish scanfil system supplier contract manufacturer communication sector electronic industry report net sale total eur mn first half eur mn first half,0
1769,high court finland fine seven local asphalt company lion million operate cartel,1
1770,net profit fall almost half million million end,1
1772,upm stock fall percent euro early afternoon trading helsinki,0
